sequenceID	source.name	full_name	Species	Serotype
LQ870496	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870500	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870506	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870521	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
LQ870523	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
LQ870526	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
LQ870527	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
LQ870529	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870531	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
LQ870533	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870535	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870541	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870542	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870544	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870546	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870548	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870551	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870553	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870555	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870557	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870559	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870561	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
LQ870564	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870566	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870569	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870570	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870572	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870577	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870579	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870582	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870584	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LQ870586	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LQ870589	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
LQ870597	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LQ870598	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LQ870599	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LQ870600	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LQ870601	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LQ904147	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
LQ904148	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LQ945046	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LQ945047	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LQ999778	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
LQ999779	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
LV470170	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
LV472790	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LV472791	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
LV472792	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
LV472793	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LV481495	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LV481496	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LV481497	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LV481498	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LV481499	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LV481500	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
LV481501	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
LV481502	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV6
LV481503	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
LV481504	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LV747819	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LV747820	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LX153625	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LX153649	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
LX153658	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
LX275634	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
LX275635	ncbi-nuccore-aav-short	Adeno-associated virus	DependoB	CAAV
LY330754	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LY330755	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY408677	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LY408701	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
LY408710	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
LY669095	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LY669096	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
LY743645	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LY748299	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
LY748304	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LY762062	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
LY762064	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
LY829623	ncbi-nuccore-aav-short	Adeno-associated virus 9	DependoA	-
LY833196	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833197	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833198	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833199	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833200	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833201	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833202	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833203	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833204	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833205	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	-
LY833206	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
LY833229	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
LY833406	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LY833407	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LY833408	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LY833409	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LY833410	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
LY981046	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LY981047	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LY981049	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LY994176	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LY994274	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LY994275	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LZ233293	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LZ233294	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
LZ950359	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
LZ950375	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LZ950376	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LZ950377	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LZ950378	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LZ950379	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LZ950380	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LZ950381	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
LZ990134	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
LZ990135	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
M10681	ncbi-nuccore-aav-short	Adeno-associated virus 2H	DependoA	-
MA152552	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
MA152553	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MA152554	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
MA152555	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
MA152556	ncbi-nuccore-aav-short	adeno-associated virus 7	DependoA	AAV7
MA152557	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
MA152558	ncbi-nuccore-aav-short	Adeno-associated virus 9	DependoA	-
MA256270	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MA256271	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MA262451	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MA345028	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA363570	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MA363571	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MA363572	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MA363573	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MA363574	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MA363575	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MA363576	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MA363577	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV6
MA363578	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
MA393514	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MA393522	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MA393523	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MA393524	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
MA404412	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MA630389	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630390	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630838	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630839	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630841	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MA630842	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630843	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630845	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630847	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630848	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MA630850	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630851	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630852	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA630853	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA765428	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA765429	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MA900575	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
MA900576	ncbi-nuccore-aav-short	Adeno-associated virus	DependoB	CAAV
MB001261	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MB001262	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
MB001263	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
MB001264	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MB013132	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV9
MB405789	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
MB405790	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MB405791	ncbi-nuccore-aav-short	Adeno-associated virus 9	DependoA	-
MB405795	ncbi-nuccore-aav-short	Adeno-associated virus - 3	DependoA	AAV3
MB405796	ncbi-nuccore-aav-short	Adeno-associated virus - 3	DependoA	AAV3
MB405797	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MB418472	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
MB418475	ncbi-nuccore-aav-short	adeno-associated virus 10	DependoA	-
MB418476	ncbi-nuccore-aav-short	Adeno-associated virus 11	DependoA	-
MB418477	ncbi-nuccore-aav-short	Adeno-associated virus 12	DependoA	-
MB418478	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MB418481	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418482	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418483	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418484	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418485	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418488	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
MB418490	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
MB418492	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418493	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418494	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418495	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418496	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418497	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418498	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418499	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418500	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418501	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	-
MB418502	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MB418505	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418506	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418514	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418515	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV4
MB418519	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
MB418520	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
MB418522	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
MB418523	ncbi-nuccore-aav-short	adeno-associated virus 7	DependoA	AAV7
MB418525	ncbi-nuccore-aav-short	adeno-associated virus 7	DependoA	AAV7
MB418526	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
MB418527	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
MB418529	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
MB418534	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418535	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418546	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418550	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418551	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418552	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418553	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418554	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418559	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418561	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418562	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418567	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418568	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418569	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418570	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418571	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418572	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418573	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418574	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418575	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418576	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418577	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418578	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418579	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418580	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418581	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418582	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418583	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418584	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418585	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418586	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418587	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418588	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418589	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418590	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418591	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418592	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418593	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418594	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
MB418595	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
MB418596	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418597	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
MB418598	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418599	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
MB418600	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418601	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418602	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418603	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418604	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418607	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418609	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418611	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418612	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418615	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418616	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MB418617	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418618	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418619	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV1
MB418620	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418621	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418622	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418651	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418652	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418653	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418656	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418657	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418662	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418664	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418667	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418674	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418675	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418676	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418677	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
MB418678	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418679	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418680	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418681	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418682	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418683	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418684	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418685	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418686	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418687	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418688	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418689	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418690	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418691	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418692	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418693	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418694	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418695	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418696	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418697	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418698	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418699	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418700	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418701	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB418702	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB418703	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB418704	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
MB418705	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
MB418706	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
MB418707	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
MB418708	ncbi-nuccore-aav-short	Bovine adeno-associated virus	DependoB	BAAV
MB420185	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
MB420186	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
MB420187	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
MB420188	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB444591	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB445798	ncbi-nuccore-aav-short	Adeno-associated virus - 1	DependoA	AAV1
MB445799	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MB445800	ncbi-nuccore-aav-short	adeno-associated virus 5	DependoB	AAV5
MB445801	ncbi-nuccore-aav-short	Adeno-associated virus - 6	DependoA	AAV6
MB445802	ncbi-nuccore-aav-short	adeno-associated virus 7	DependoA	AAV7
MB445803	ncbi-nuccore-aav-short	adeno-associated virus 8	DependoA	AAV8
MB445804	ncbi-nuccore-aav-short	Adeno-associated virus 9	DependoA	-
MB458235	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB458236	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB458237	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB458238	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB458239	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB458240	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV10
MB458241	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV7
MB458242	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV6
MB458243	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV3
MB458244	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB458245	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	-
MB460799	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MB460800	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
MB474849	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MB474850	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	-
MD224987	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MD224995	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MD224996	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV2
MD224997	ncbi-nuccore-aav-short	Adeno-associated virus	DependoA	AAV8
MD230068	ncbi-nuccore-aav-short	Adeno-associated virus - 3	DependoA	AAV3
MD230072	ncbi-nuccore-aav-short	Adeno-associated virus - 3	DependoA	AAV3
MD407694	ncbi-nuccore-aav-short	adeno-associated virus 2	DependoA	AAV2
MD407695	ncbi-nuccore-aav-short	Adeno-associated virus - 4	DependoA	AAV4
MD729636	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MH107866	ncbi-nuccore-aav-short	Adeno-associated virus	-	-
MH107867	ncbi-nuccore-aav-short	Adeno-associated virus	DependoB	-
MK231253	ncbi-nuccore-aav-short	Homo sapiens	-	-
MK231254	ncbi-nuccore-aav-short	Homo sapiens	-	-
MK231255	ncbi-nuccore-aav-short	Homo sapiens	-	-
MK231256	ncbi-nuccore-aav-short	Homo sapiens	-	-
MK231257	ncbi-nuccore-aav-short	Homo sapiens	-	-
MK231258	ncbi-nuccore-aav-short	Homo sapiens	-	-
MK231259	ncbi-nuccore-aav-short	Homo sapiens	-	-
MK231260	ncbi-nuccore-aav-short	Homo sapiens	-	-
MK231261	ncbi-nuccore-aav-short	Homo sapiens	-	-
MK231262	ncbi-nuccore-aav-short	Homo sapiens	-	-
